Num_Theatres_Widest,Num_Theatres_Opening,Franchise_Raw,Google_Trends,sentiment,metacritics,director_nom,director_win,numNominatedActors,numWinningActors,totNumNom,totNumWins,Adjusted Budget,Adjusted Worldwide,Adjusted Domestic,runtime,male_18_29_ratings,male_30_44_ratings,male_45_plus_ratings,female_18_29_ratings,female_30_44_ratings,female_45_plus_ratings,Adventure,Action,Animation,Family,Science Fiction,Comedy,Drama,Romance,Horror,Mystery,Documentary,Music,Thriller,Crime,War,total_language,total_countries,PG-13,PG,R,G,NC-17,NR,Mon,Tue,Wed,Thurs,Fri,Sat,Sun,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
2038,876,0,0,-0.2732,84,3,0,1,1,3,1,21.81588903,193.2887768,4.500915966,115,7.5,7.3,7.3,7.2,7.1,7.4,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1874,1826,0,1,-0.9432,65,0,0,3,1,6,1,21.92648923,49.99239544,3.532381281,113,6.9,6.8,6.9,7.2,7,7.1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
2042,2020,0,2,-0.6249,79,0,0,1,0,1,0,21.92648923,26.42141952,2.585168639,116,7.3,7.2,7.3,6.8,6.9,7.2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,1,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2155,2155,0,0,0.7351,43,0,0,0,0,0,0,21.92648923,66.5468948,4.187973028,121,4,3.5,3.7,5.8,5.6,5.8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
2479,2476,0,2,-0.5859,55,0,0,0,0,0,0,21.92648923,60.07858048,3.758085653,101,6.6,6.5,6.6,6.4,6.5,6.8,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2548,2548,0,2,0.3818,28,0,0,0,0,0,0,21.92648923,35.08238276,3.338454178,105,5.7,5.4,5.5,6.2,5.8,6,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2625,2625,0,1,0.8826,36,0,0,0,0,0,0,21.92648923,55.3643853,3.314831032,88,5.4,5,5.1,5.8,5.5,5.3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2678,2670,0,7,-0.91,60,0,0,1,0,1,0,21.92648923,48.34790875,3.372874402,105,6.7,6.7,6.5,6.5,6.5,6.4,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2808,2808,0,0,-0.8402,24,0,0,0,0,0,0,21.92648923,149.3193916,3.914061484,90,5.7,5.4,5.5,6.1,5.7,5.9,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
2833,2823,0,12,0.7778,61,0,0,1,1,3,1,21.92648923,74.44043093,3.664308824,104,6.3,6.3,6.4,5.7,5.8,6.2,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,2,2,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
