Num_Theatres_Widest,Num_Theatres_Opening,Franchise_Raw,Google_Trends,sentiment,metacritics,director_nom,director_win,numNominatedActors,numWinningActors,totNumNom,totNumWins,Adjusted Budget,Adjusted Worldwide,Adjusted Domestic,runtime,male_18_29_ratings,male_30_44_ratings,male_45_plus_ratings,female_18_29_ratings,female_30_44_ratings,female_45_plus_ratings,Adventure,Action,Animation,Family,Science Fiction,Comedy,Drama,Romance,Horror,Mystery,Documentary,Music,Thriller,Crime,War,total_language,total_countries,PG-13,PG,R,G,NC-17,NR,Mon,Tue,Wed,Thurs,Fri,Sat,Sun,Jan,Feb,Mar,Apr,May,Jun,Jul,Aug,Sep,Oct,Nov,Dec
3355,3316,1,3,-0.9686,51,0,0,1,0,1,0,108.6683417,342.3052764,4.525781578,103,6.8,6.5,6.3,6.9,6.6,6.7,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
3764,3749,0,13,0,45,0,0,2,0,3,0,108.9503817,313.9091603,5.200990651,107,6.6,6.4,6.1,6.3,6.1,6.2,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,3,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3418,3408,1,#N/A,0,38,0,0,0,0,0,0,109.0215589,339.1144279,5.206572961,107,6.1,5.5,5.5,6.5,5.9,6.1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
3975,3948,0,3,0.0074,49,0,0,3,2,3,2,109.0514076,529.4816401,4.936097264,102,6.4,6.1,6.1,6.7,6.6,6.6,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2756,2756,0,6,0.3182,37,0,0,2,0,4,0,109.6324461,305.1070976,4.305571169,103,6.2,5.8,5.9,6.4,5.9,6.1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,5,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3004,3003,0,4,-0.8591,63,1,0,2,0,3,0,109.6324461,104.0411914,3.650164316,115,6.9,6.8,6.9,6.7,6.7,6.9,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,2,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
3261,3207,0,4,-0.6486,69,0,0,1,1,1,1,109.6324461,183.9632446,4.493792448,98,6.8,6.7,6.8,7,6.8,7.2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
3445,3445,0,8,0.9549,52,0,0,1,1,2,1,109.6324461,316.0703422,4.648992997,146,#N/A,#N/A,#N/A,#N/A,#N/A,#N/A,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,2,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
3675,3536,1,3,0.5849,27,0,0,2,0,2,0,109.6324461,340.6280101,5.091874517,98,5.6,5.4,5.3,5.7,5.4,5.4,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3651,3651,0,4,-0.1292,64,1,0,2,0,2,0,109.6324461,186.8136882,4.872765941,107,6.8,6.6,6.3,6.6,6.4,6.2,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
